번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트,,
1880,136660,큐엠씨,32902,특수 목적용 기계 제조업,"9,443,800","4,721,900,000",500,원(KRW),031-427-0710,"경기도 안양시 동안구 흥안대로439번길 55 (관양동, QMC)",2318,,
1881,16600,큐캐피탈,116409,기타 금융업,"139,998,322","69,999,161,000",500,원(KRW),02-538-2411,서울특별시 강남구 테헤란로 30611층(역삼동. 카이트타워),2318,,
1882,264900,크라운제과,31007,기타 식품 제조업,"12,523,850","2,659,482,000",200,원(KRW),02-791-9123,서울특별시 용산구 한강대로72길 3(남영동),2318,,
1883,5740,크라운해태홀딩스,116409,기타 금융업,"14,847,347","7,724,036,500",500,원(KRW),02-791-9123,서울특별시 용산구 한강대로72길 3,2318,,
1884,215570,크로넥스,137001,자연과학 및 공학 연구개발업,"3,187,500","1,593,750,000",500,원(KRW),02-557-3982,경기도 화성시 팔탄면 주석로778번길 55,2318,,
1885,43590,크로바하이텍,32601,반도체 제조업,"23,300,000","11,650,000,000",500,원(KRW),(02)453-3232,충청북도 청주시 흥덕구  월명로55번길 57,2318,,
1886,114120,크루셜텍,32602,전자부품 제조업,"65,767,892","65,767,892,000","1,000",원(KRW),041-913-0001,경기도 성남시 분당구 판교로 255 62 크루셜텍빌딩,2318,,
1887,110790,크리스에프앤씨,31401,봉제의복 제조업,"11,715,480","11,715,480,000","1,000",원(KRW),02-3409-4000,서울특별시 강남구 도곡로 176,2318,,
1888,83790,크리스탈,137001,자연과학 및 공학 연구개발업,"40,462,015","20,231,007,500",500,원(KRW),031-628-2700,"경기도 성남시 분당구  대왕판교로 700 코리아바이오파크 A동 5층, 6층, 7층",2318,,
1889,900250,크리스탈신소재,116409,기타 금융업,"67,783,852","33,891,926",0.5,미국달러(USD),86-510-68171266,"Artemis House, 75 Fort Street, George Town, P.O. Box 31493, Grand Cayman KY1-1206 Cayman Islands &nbsp",2318,,
1890,45520,크린앤사이언스,32901,일반 목적용 기계 제조업,"6,500,000","3,650,000,000",500,원(KRW),02  -551 -0221,서울 강남구 삼성동 159-1 무역회관 903-1호,2318,,
1891,214150,클래시스,32701,의료용 기기 제조업,"63,050,014","6,305,001,400",100,원(KRW),070-5168-8000,"서울특별시 강남구 테헤란로 240 역삼동, 클래시스타워",2318,,
1892,237880,클리오,32004,기타 화학제품 제조업,"16,967,895","8,483,947,500",500,원(KRW),02-514-0056,서울특별시 성동구 왕십리로 66 -,2318,,
1893,139670,키네마스터,105802,소프트웨어 개발 및 공급업,"7,016,911","3,508,455,500",500,원(KRW),02-2194-5300,서울특별시 서초구 바우뫼로37길 56 건영빌딩 3층,2318,,
1894,20120,키다리스튜디오,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","16,959,266","8,479,633,000",500,원(KRW),02-6320-8500,서울특별시 마포구 독막로 311 재화스퀘어 12층,2318,,
1895,311270,키움제5호스팩,116601,금융 지원 서비스업,"3,600,000","360,000,000",100,원(KRW),02-3787-5197,"서울특별시 영등포구 여의나루로4길 18 (여의도동, 키움파이낸셜스퀘어)",2318,,
1896,39490,키움증권,116601,금융 지원 서비스업,"22,099,740","110,498,700,000","5,000",원(KRW),02-3787-5000,"서울특별시 영등포구 여의나루로4길 18 여의도동,키움파이낸스스퀘어빌딩",2318,,
1897,12170,키위미디어그룹,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","197,284,650","98,642,325,000",500,원(KRW),02-769-4799,"서울특별시 강남구 언주로 729 8층(논현동, 마스터스빌딩)",2318,,
1898,54780,키이스트,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","85,356,831","8,535,683,100",100,원(KRW),02-3444-2002,서울특별시 강남구 학동로11길 30 -,2318,,
1899,219130,타이거일렉,32602,전자부품 제조업,"6,314,290","3,157,145,000",500,원(KRW),032)579-4100,인천광역시 남구 염전로187번길 33,2318,,
1900,180060,탑선,32809,기타 전기장비 제조업,"8,006,666","4,003,333,000",500,원(KRW),061-399-1500,전라남도 장성군 동화면 전자농공단지길 32,2318,,
1901,65130,탑엔지니어링,32902,특수 목적용 기계 제조업,"15,976,257","8,324,128,500",500,원(KRW),031-8039-1000,경상북도 구미시  고아읍 농공단지길 53-17,2318,,
1902,15890,태경산업,32001,기초 화학물질 제조업,"29,228,750","14,614,375,000",500,원(KRW),031-206-0071,서울특별시 강서구 공항대로 467 4층(등촌동),2318,,
1903,6890,태경화학,32001,기초 화학물질 제조업,"11,600,000","5,800,000,000",500,원(KRW),02-3661-8011,서울특별시 강서구  공항대로 467 (등촌동),2318,,
1904,23160,태광,32401,1차 철강 제조업,"26,500,000","13,250,000,000",500,원(KRW),051-970-6617,부산광역시 강서구  녹산산업대로 117-12,2318,,
1905,3240,태광산업,32005,화학섬유 제조업,"1,113,400","5,567,000,000","5,000",원(KRW),02-3406-0300,서울특별시 중구  동호로 310 (장충동2가),2318,,
1906,11280,태림포장,31702,"골판지, 종이 상자 및 종이용기 제조업","70,805,940","35,402,970,000",500,원(KRW),031-499-3333,경기도 시흥시 공단1대로379번안길 74,2318,,
1907,53620,태양,32509,기타 금속 가공제품 제조업,"8,600,000","4,300,000,000",500,원(KRW),(041)621-9820,충청남도 천안시 서북구  업성1길 27 태양산업(주),2318,,
1908,4100,태양금속공업,33003,자동차 신품 부품 제조업,"36,700,000","20,000,000,000",500,원(KRW),031-490-5500,경기도 안산시 단원구  해봉로 212 (성곡동),2318,,
1909,116100,태양기계,33003,자동차 신품 부품 제조업,"6,239,986","3,119,993,000",500,원(KRW),031-354-9150,경기도 화성시 팔탄면 푸른들판로 843-24,2318,,
1910,9410,태영건설,64102,토목 건설업,"76,400,000","39,478,740,000",500,원(KRW),031-910-6999,경기도 고양시 일산동구 정발산로 24,2318,,
1911,44490,태웅,32509,기타 금속 가공제품 제조업,"20,007,381","10,003,690,500",500,원(KRW),051-329-5000,부산광역시 강서구  녹산산단27로 67,2318,,
1912,1420,태원물산,33003,자동차 신품 부품 제조업,"7,600,000","3,800,000,000",500,원(KRW),02-555-4301,서울특별시 강남구 테헤란로86길 14 (대치동),2318,,
1913,7980,태평양물산,31401,봉제의복 제조업,"49,911,742","24,955,871,000",500,원(KRW),02-850-9000,서울특별시 구로구 디지털로31길 12 태평양물산,2318,,
1914,191420,테고사이언스,32101,기초 의약물질 및 생물학적 제제 제조업,"8,085,634","4,042,817,000",500,원(KRW),02-818-2900,"서울특별시 강서구 마곡중앙8로 93 (마곡동, 테고사이언스)",2318,,
1915,182690,테라셈,32601,반도체 제조업,"14,398,118","7,199,059,000",500,원(KRW),043-240-8160,충청북도 청주시 청원구 오창읍 과학산업5로 9,2318,,
1916,66700,테라젠이텍스,32102,의약품 제조업,"30,945,143","15,472,571,500",500,원(KRW),(031)497-4100,경기도 안산시 단원구 산단로 68번길 58(초지동),2318,,
1917,95610,테스,32902,특수 목적용 기계 제조업,"19,768,226","9,884,113,000",500,원(KRW),031-323-2552,경기도 용인시 처인구 양지면 중부대로 2374-36,2318,,
1918,131970,테스나,137309,"그외 기타 전문, 과학 및 기술 서비스업","6,850,000","3,425,000,000",500,원(KRW),031-646-8500,경기도 평택시 산단로 16번길 72,2318,,
1919,55490,테이팩스,32202,플라스틱제품 제조업,"4,717,650","3,771,825,000",500,원(KRW),031-8047-4100,경기도 화성시 양감면 초록로532번길 62-16,2318,,
1920,308700,테크엔,32804,전구 및 조명장치 제조업,"4,000,000","400,000,000",100,원(KRW),053-593-5678,대구광역시 달성군 구지면 국가산단대로50길 99,2318,,
1921,89030,테크윙,32902,특수 목적용 기계 제조업,"19,318,786","9,723,110,000",500,원(KRW),031-378-5640,경기도 화성시 동탄면 동탄산단6길 37,2318,,
1922,258050,테크트랜스,32509,기타 금속 가공제품 제조업,"7,195,543","719,554,300",100,원(KRW),053-815-8830,경상북도 경산시 진량읍 금박로 656-6,2318,,
1923,54450,텔레칩스,32601,반도체 제조업,"13,505,911","6,752,955,500",500,원(KRW),(02)3443-6792,서울특별시 송파구  올림픽로35다길 42 루터회관 B/D 19~23층,2318,,
1924,91440,텔레필드,32604,통신 및 방송 장비 제조업,"9,097,047","4,548,523,500",500,원(KRW),031-730-5900,"경기도 성남시 분당구  판교로 255 이-301(삼평동, 판교이노밸리)",2318,,
1925,78000,텔코웨어,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","9,702,706","5,026,353,000",500,원(KRW),02 -2105-9800,서울특별시 서초구  법원로3길 20-7,2318,,
1926,200230,텔콘RF제약,32604,통신 및 방송 장비 제조업,"82,986,256","8,298,625,600",100,원(KRW),031-371-8502,경기도 용인시 기흥구 동탄기흥로 684 -,2318,,
1927,214420,토니모리,32004,기타 화학제품 제조업,"17,640,000","3,528,000,000",200,원(KRW),02-591-3191,서울특별시 서초구 남부순환로 2557 토니모리 빌딩,2318,,
1928,215480,토박스코리아,74704,"섬유, 의복, 신발 및 가죽제품 소매업","40,862,741","4,086,274,100",100,원(KRW),02-6101-3639,서울특별시 구로구 디지털로26길 111 7층 702호,2318,,
1929,51360,토비스,32605,영상 및 음향기기 제조업,"16,717,058","8,358,529,000",500,원(KRW),032-712-5112,인천 연수구 송도동 7-10,2318,,
1930,45340,토탈소프트,105802,소프트웨어 개발 및 공급업,"8,558,040","4,279,020,000",500,원(KRW),070-4733-1000,부산광역시 해운대구 반송로513번길 66-39(석대동),2318,,
1931,108230,톱텍,32902,특수 목적용 기계 제조업,"36,796,254","18,534,460,500",500,원(KRW),054-472-1100,경상북도 구미시 산동면 첨단기업4로 49-53 -,2318,,
1932,79970,투비소프트,105802,소프트웨어 개발 및 공급업,"26,485,736","13,242,868,000",500,원(KRW),02-2140-7700,"서울특별시 강남구 봉은사로 617 인탑스빌딩 3, 4, 5층 (삼성동)",2318,,
1933,199800,툴젠,137001,자연과학 및 공학 연구개발업,"6,516,249","3,258,124,500",500,원(KRW),02-873-8168,"서울특별시 금천구 가산디지털1로 219(가산동) 벽산디지털밸리 6차 1204,1205,1206",2318,,
1934,105550,트루윈,32602,전자부품 제조업,"11,971,061","5,985,530,500",500,원(KRW),042-612-5000,대전광역시 유성구 엑스포로 385 (주)트루윈,2318,,
1935,26150,특수건설,64102,토목 건설업,"14,994,814","7,497,407,000",500,원(KRW),02-590-6400,서울특별시 서초구 서운로 7 -,2318,,
1936,117730,티로보틱스,32902,특수 목적용 기계 제조업,"5,579,429","2,789,714,500",500,원(KRW),031-716-4507,경기도 오산시 가장동 377-1 &nbsp;,2318,,
1937,33830,티비씨,106002,텔레비전 방송업,"100,000,000","50,000,000,000",500,원(KRW),537601900,대구광역시 수성구 동대구로 23,2318,,
1938,84870,티비에이치글로벌,31401,봉제의복 제조업,"20,856,819","10,428,409,500",500,원(KRW),02-2058-3800,서울특별시 강남구 봉은사로 456 베이직하우스빌딩(삼성동),2318,,
1939,228180,티씨엠생명과학,137001,자연과학 및 공학 연구개발업,"3,266,470","1,633,235,000",500,원(KRW),031-698-3041,"경기도 성남시 분당구 판교로228번길 15, 3동 3층 (삼평동, 판교세븐벤처밸리 1)",2318,,
1940,64760,티씨케이,32309,기타 비금속 광물제품 제조업,"11,675,000","5,837,500,000",500,원(KRW),(031)677-0277,경기도 안성시 미양면 개정산업단지로 71-,2318,,
1941,246710,티앤알바이오팹,32101,기초 의약물질 및 생물학적 제제 제조업,"8,346,690","4,173,345,000",500,원(KRW),031-431-3344,"경기도 시흥시 산기대학로 237, 540호(정왕동, 한국산업기술대학교 스마트허브 산학융합본부) &nbsp;",2318,,
1942,277880,티에스아이,32902,특수 목적용 기계 제조업,"7,789,765","3,894,882,500",500,원(KRW),031-667-2623,경기도 화성시 향남읍 발안로 702-66(주)티에스아이,2318,,
1943,131290,티에스이,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","11,061,429","5,530,714,500",500,원(KRW),041-581-9955,충청남도 천안시 서북구 직산읍 군수1길 189 -,2318,,
1944,19180,티에이치엔,32809,기타 전기장비 제조업,"18,000,000","9,000,000,000",500,원(KRW),053-583-3001,대구광역시 달서구 성서로71길 43,2318,,
1945,62860,티엘아이,32601,반도체 제조업,"9,872,720","4,936,360,000",500,원(KRW),031-784-6800,경기도 성남시 중원구 양현로 405번길 12,,,
1946,91810,티웨이항공,85101,항공 여객 운송업,"46,974,812","23,487,406,000",500,원(KRW),02-6250-4984,서울특별시 강서구 하늘길 210,2318,,
1947,4870,티웨이홀딩스,32601,반도체 제조업,"76,680,855","38,340,427,500",500,원(KRW),02-2056-9800,"서울특별시 성동구 아차산로 153 7층(성수동2가, 예림출판문화센터)",2318,,
1948,191600,티케이씨,32602,전자부품 제조업,"2,600,000","1,300,000,000",500,원(KRW),,인천광역시 남동구 남동서로269번길 4,2318,,
1949,104480,티케이케미칼,32005,화학섬유 제조업,"90,895,434","45,447,717,000",500,원(KRW),02-2001-6000,대구광역시 북구  원대로 128 연우빌딩 3층,2318,,
1950,309900,티티씨디펜스,137309,"그외 기타 전문, 과학 및 기술 서비스업","10,000,000","5,000,000,000",500,원(KRW),02-406-3789,경기도 부천시 조마루로385번길 122삼보테크노타워 B214호,2318,,
1951,81150,티플랙스,32509,기타 금속 가공제품 제조업,"24,268,402","12,134,201,000",500,원(KRW),031-488 -8800,"경기도 안산시 단원구 엠티브이1로 75 (목내동, (주)티플랙스)",2318,,
1952,130740,티피씨글로벌,33003,자동차 신품 부품 제조업,"10,324,479","5,162,239,500",500,원(KRW),053-854-7500,경상북도 경산시  진량읍 일연로 574,2318,,
1953,217880,틸론,105802,소프트웨어 개발 및 공급업,"3,330,318","1,665,159,000",500,원(KRW),2627-9005,서울특별시 구로구 디지털로 288 대륭포스트타워 1차 1602호,2318,,
1954,84730,팅크웨어,32604,통신 및 방송 장비 제조업,"10,425,682","5,212,841,000",500,원(KRW),02-589-9000,경기도 성남시 분당구 판교역로 240 삼환하이펙스 A동 9층,2318,,
1955,46210,파나진,32103,의료용품 및 기타 의약 관련제품 제조업,"32,136,660","16,068,330,000",500,원(KRW),042-861-9295,대전광역시 유성구  테크노10로 54,2318,,
1956,34230,파라다이스,189102,유원지 및 기타 오락관련 서비스업,"90,942,672","47,032,355,000",500,원(KRW),02-2277-0190,서울특별시 중구  동호로 268 파라다이스빌딩,2318,,
1957,33540,파라텍,32902,특수 목적용 기계 제조업,"16,983,690","8,491,845,000",500,원(KRW),02-3780-8704,경기도 부천시 원미구 길주로425번길 30-21,2318,,
1958,43200,파루,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","36,004,071","18,002,035,500",500,원(KRW),061 -759 -5190,전남 순천시 서면 선평리 42-2,2318,,
1959,217950,파마리서치바이오,32102,의약품 제조업,"4,049,391","2,024,695,500",500,원(KRW),031-8039-1401,강원도 강릉시 사임당로 641-3 -,2318,,
1960,214450,파마리서치프로덕트,74604,생활용품 도매업,"9,554,788","4,777,394,000",500,원(KRW),033-645-7640,강원도 강릉시  과학단지로 77-19 &nbsp,2318,,
1961,208340,파멥신,32102,의약품 제조업,"6,910,809","3,455,404,500",500,원(KRW),042-863-2017,대전광역시 유성구 유성대로1689번길 70 KT대덕2연구센터 연구2동 2층,2318,,
1962,5690,파미셀,32101,기초 의약물질 및 생물학적 제제 제조업,"59,958,950","29,979,475,000",500,원(KRW),02-3496-0114,"서울특별시 강남구 언주로 874 (신사동, 쌍봉빌딩 7층)",2318,,
1963,177830,파버나인,32602,전자부품 제조업,"10,834,424","5,417,212,000",500,원(KRW),032-814-6900,인천광역시 남동구 호구포로 33 (고잔동 728-2) 남동공단 157블럭 4로트 &nbsp,2318,,
1964,37070,파세코,32805,가정용 기기 제조업,"14,000,000","7,000,000,000",500,원(KRW),031 -491 -4032,경기도 안산시 단원구 원시로 248,2318,,
1965,150900,파수닷컴,105802,소프트웨어 개발 및 공급업,"9,607,216","4,803,608,000",500,원(KRW),02-300-9000,서울특별시 마포구 상암동 1605 누리꿈스퀘어 비즈니스센타 17층,2318,,
1966,37030,파워넷,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","12,009,614","12,009,614,000","1,000",원(KRW),02-3282-0700,서울특별시 금천구 두산로 70 현대지식산업센터 B동 17층,2318,,
1967,47310,파워로직스,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","34,420,982","17,442,716,000",500,원(KRW),043-219-5600,충청북도 청원군  옥산면 과학산업4로 163,2318,,
1968,266870,파워풀엑스,74604,생활용품 도매업,"6,408,680","3,204,340,000",500,원(KRW),02-500-8088,서울특별시 강남구 논현로115길 13 파워풀엑스빌딩,2318,,
1969,170790,파이오링크,32604,통신 및 방송 장비 제조업,"6,856,330","3,428,165,000",500,원(KRW),02-2025-6900,서울특별시 금천구  가산디지털2로 98 IT캐슬 1동 401호,2318,,
1970,123260,파인넥스,32601,반도체 제조업,"24,015,495","12,007,747,500",500,원(KRW),031-297-3551,경기도 화성시  향남읍 발안공단로4길 65 사파이어테크놀로지 발안공장,2318,,
1971,49120,파인디앤씨,32602,전자부품 제조업,"26,359,944","13,179,972,000",500,원(KRW),031-463-8813,충청남도 아산시  음봉면 연암산로 169 (주)파인디엔씨,2318,,
1972,38950,파인디지털,32604,통신 및 방송 장비 제조업,"10,210,765","5,105,382,500",500,원(KRW),031-788-8800,경기도 성남시 분당구 성남대로925번길 41,2318,,
1973,278990,파인이엠텍,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","3,624,222","1,812,111,000",500,원(KRW),031-463-8983,경기도 안양시 만안구 덕천로 38 3층,2318,,
1974,106240,파인테크닉스,32604,통신 및 방송 장비 제조업,"38,246,070","19,123,035,000",500,원(KRW),031-463-8800,경기도 안양시 만안구  덕천로 38 (주) 파인테크닉스,2318,,
1975,131760,파인텍,32902,특수 목적용 기계 제조업,"42,921,361","21,460,680,500",500,원(KRW),02-711-7900,"서울특별시 마포구 마포대로 89 1층, 2층 일부(도화동,서울마포우체국)",2318,,
1976,65690,파커스,32601,반도체 제조업,"13,963,509","6,981,754,500",500,원(KRW),02-3443-5360,충남 천안시 성거읍 천흥리316-4,2318,,
1977,140860,파크시스템스,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","6,665,055","3,332,527,500",500,원(KRW),031-546-6900,"경기도 수원시 영통구 광교로 109, 4층(이의동, 나노소자특화팹센터) &nbsp",2318,,
1978,91700,파트론,32602,전자부품 제조업,"54,156,410","27,078,205,000",500,원(KRW),031-201-7700,경기도 화성시  삼성1로2길 22 (주)파트론,2318,,
1979,194510,파티게임즈,105802,소프트웨어 개발 및 공급업,"24,488,350","12,244,175,000",500,원(KRW),02)6005-0985,"서울특별시 강남구 삼성로 570 6, 7층(삼성동, 석천빌딩)",2318,,
1980,38160,팍스넷,106309,기타 정보 서비스업,"11,077,521","5,538,760,500",500,원(KRW),000-1688-5010,서울특별시 강남구 논현로 803 (신사동),2318,,
1981,202960,판도라티비,105802,소프트웨어 개발 및 공급업,"11,915,582","5,957,791,000",500,원(KRW),070-4484-7100,경기도 성남시 분당구 대왕판교로644번길 49 DTC타워 11층,2318,,
1982,32800,판타지오,189001,창작 및 예술관련 서비스업,"72,703,943","36,351,971,500",500,원(KRW),02-3452-6100,서울특별시 강남구 역삼로 248 판타지오 빌딩,2318,,
1983,318010,팜스빌,31007,기타 식품 제조업,"7,929,338","3,964,669,000",500,원(KRW),02-553-1323,서울특별시 강남구 영동대로 424 5층 &nbsp,2318,,
1984,43090,팜스웰바이오,74607,기타 전문 도매업,"29,168,379","14,584,189,500",500,원(KRW),02-569-7610,"강원도 원주시 혁신로 19 506호(반곡동, H타워)",2318,,
1985,36580,팜스코,31006,"곡물가공품, 전분 및 전분제품 제조업","36,727,943","18,363,971,500",500,원(KRW),02-6200-9901,경기도 안성시  미양면 제2공단4길 33,2318,,
1986,27710,팜스토리,31008,동물용 사료 및 조제식품 제조업,"88,347,431","45,974,044,500",500,원(KRW),02-501-1648,서울특별시 강남구  강남대로 310 유니온센터 3층,2318,,
1987,225590,패션플랫폼,31401,봉제의복 제조업,"26,636,713","2,663,671,300",100,원(KRW),02-573-1292,서울특별시 강남구 논현로28길 9 유진빌딩 3층,2318,,
1988,54300,팬스타엔터프라이즈,32901,일반 목적용 기계 제조업,"47,489,849","23,744,924,500",500,원(KRW),000-1577-3520,부산광역시 중구 해관로 30 팬스타크루즈프라자,2318,,
1989,68050,팬엔터테인먼트,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업","13,742,997","6,871,498,500",500,원(KRW),02-380-2100,서울특별시 마포구  월드컵북로58길 10,2318,,
1990,28670,팬오션,85001,해상 운송업,"534,569,207","534,569,207,000","1,000",원(KRW),02-316-5114,서울특별시 종로구 종로5길 7 Tower 8 팬오션(주),2318,,
1991,222110,팬젠,32102,의약품 제조업,"9,641,781","4,820,890,500",500,원(KRW),031-733-9165,"경기도 수원시 영통구 신원로 306, 2동 4층(원천동 영통이노플렉스) &nbsp",2318,,
1992,10820,퍼스텍,32502,무기 및 총포탄 제조업,"46,764,840","23,382,420,000",500,원(KRW),055-212-1606,경상남도 창원시 성산구  남면로 485 퍼스텍(주),2318,,
1993,16800,퍼시스,33201,가구 제조업,"11,500,000","14,300,000,000","1,000",원(KRW),02-3400-6386,서울특별시 송파구 오금로 311 오금동,2318,,
1994,263750,펄어비스,105802,소프트웨어 개발 및 공급업,"13,023,000","6,511,500,000",500,원(KRW),031-476-8583,"경기도 안양시 동안구 시민대로327번길 24 3층~8층(관양동, 아리온테크놀로지)",2318,,
1995,251970,펌텍코리아,32202,플라스틱제품 제조업,"12,400,000","6,200,000,000",500,원(KRW),326834080,인천광역시 부평구 부평대로329번길 46,2318,,
1996,1020,페이퍼코리아,31701,"펄프, 종이 및 판지 제조업","89,922,517","44,961,258,500",500,원(KRW),063-440-5000,전라북도 군산시 외항로 1245 페이퍼코리아(주),2318,,
1997,327610,펨토바이오메드,137001,자연과학 및 공학 연구개발업,"5,497,965","2,748,982,500",500,원(KRW),031-622-8501,경기도 성남시 분당구 판교로228번길 17,2318,,
1998,87010,펩트론,32101,기초 의약물질 및 생물학적 제제 제조업,"15,326,500","7,663,250,000",500,원(KRW),042-360-8880,대전광역시 유성구 유성대로1628번길 37-24,2318,,
1999,90080,평화산업,33003,자동차 신품 부품 제조업,"54,902,259","27,451,129,500",500,원(KRW),053-610-7027,대구광역시 달성군 논공읍 논공로 597,2318,,
2000,43370,평화정공,33003,자동차 신품 부품 제조업,"21,000,000","10,500,000,000",500,원(KRW),(053)350-6311,대구 달서구 대천동 1032번지,2318,,
2001,10770,평화홀딩스,33003,자동차 신품 부품 제조업,"14,625,466","7,312,733,000",500,원(KRW),053-610-8500,대구광역시 달성군  논공읍 논공로 597,2318,,
2002,227420,포레스팅블록체인,74607,기타 전문 도매업,"7,587,936","3,793,968,000",500,원(KRW),02-553-5638,서울특별시 송파구 정의로8길 13 6층 (문정동),2318,,
2003,119500,포메탈,32509,기타 금속 가공제품 제조업,"11,847,232","6,012,340,000",500,원(KRW),041-670-6200,충청남도 서산시  지곡면 무장산업로 229-7,2318,,
2004,16670,포비스티앤씨,74607,기타 전문 도매업,"40,078,058","20,039,029,000",500,원(KRW),02-2046-9375,서울특별시 강남구 언주로 726 두산빌딩 11층,2318,,
2005,56730,포스링크,74607,기타 전문 도매업,"46,163,868","23,081,934,000",500,원(KRW),031-724-2222,"경기도 성남시 분당구  대왕판교로 660 유스페이스1 A동 9층,10층",2318,,
2006,5490,포스코,32401,1차 철강 제조업,"87,186,835","482,403,125,000","5,000",원(KRW),054-220-0114,경상북도 포항시 남구  동해안로 6261 (주) 포스코,2318,,
2007,22100,포스코 ICT,137201,"건축기술, 엔지니어링 및 관련 기술 서비스업","152,034,729","76,017,364,500",500,원(KRW),054-280-1114,경상북도 포항시 남구  호동로 68 (주)포스코아이씨티,2318,,
2008,58430,포스코강판,32401,1차 철강 제조업,"6,000,000","30,000,000,000","5,000",원(KRW),054-280-6114,경상북도 포항시 남구  철강로 173 포스코강판주식회사,2318,,
2009,9520,포스코엠텍,32401,1차 철강 제조업,"41,642,703","20,821,351,500",500,원(KRW),054-280-8206,경상북도 포항시 남구  형산강북로 131 포스코엠텍,2318,,
2010,47050,포스코인터내셔널,74601,상품 중개업,"123,375,149","616,875,745,000","5,000",원(KRW),02-759-2114,서울특별시 중구  통일로 10 연세재단세브란스빌딩,2318,,
2011,3670,포스코케미칼,32302,"내화, 비내화 요업제품 제조업","60,988,220","30,494,110,000",500,원(KRW),,경상북도 포항시 남구 신항로 110,2318,,
2012,189690,포시에스,105802,소프트웨어 개발 및 공급업,"7,880,323","3,940,161,500",500,원(KRW),02-6188-8200,서울특별시 강남구 논현로 646 -,2318,,
2013,256630,포인트엔지니어링,32509,기타 금속 가공제품 제조업,"54,054,187","5,405,418,700",100,원(KRW),02-750-5546,충청남도 아산시 둔포면 아산밸리로 89 -,2318,,
2014,141020,포티스,74709,무점포 소매업,"73,583,247","36,791,623,500",500,원(KRW),031-709-1407,경기도 성남시 중원구 둔촌대로 305 4층 (하대원동),2318,,
2015,7630,폴루스바이오팜,32604,통신 및 방송 장비 제조업,"39,311,572","19,655,786,000",500,원(KRW),02-554-3377,인천광역시 연수구 송도과학로 32 송도테크노파크IT센터 M동 27층,2318,,
2016,290720,푸드나무,74709,무점포 소매업,"6,806,034","3,403,017,000",500,원(KRW),,서울특별시 마포구 월드컵북로 396 누리꿈스퀘어,2318,,
2017,5670,푸드웰,31003,"과실, 채소 가공 및 저장 처리업","10,000,000","5,000,000,000",500,원(KRW),053-980-3320,대구광역시 달서구 성서서로 121 -,2318,,
2018,94940,푸른기술,32603,컴퓨터 및 주변장치 제조업,"6,574,202","3,287,101,000",500,원(KRW),02-6959-4700,서울특별시 서초구 효령로60길 23-10 (주)푸른빌딩 2층,2318,,
2019,7330,푸른저축은행,116401,은행 및 저축기관,"15,082,800","15,082,800,000","1,000",원(KRW),02  -545 -9000,서울특별시 서초구 강남대로 581,2318,,
2020,17810,풀무원,31007,기타 식품 제조업,"38,090,950","19,045,475,000",500,원(KRW),043-879-4500,충청북도 음성군 대소면 삼양로 730-27,2318,,
2021,93380,풍강,32509,기타 금속 가공제품 제조업,"9,879,313","4,939,656,500",500,원(KRW),031-359-3600,경기도 화성시  우정읍 남양만로 745,2318,,
2022,23900,풍국주정,31101,알코올음료 제조업,"12,600,000","6,300,000,000",500,원(KRW),053 -583 -2071,대구광역시 달서구 성서로 72,2318,,
2023,103140,풍산,32402,1차 비철금속 제조업,"28,024,278","140,121,390,000","5,000",원(KRW),02-3406-5846,경기도 평택시  포승읍 평택항로156번길 134 (주)풍산,2318,,
2024,5810,풍산홀딩스,116409,기타 금융업,"7,835,167","45,175,835,000","5,000",원(KRW),02-2278-6700,인천광역시 계양구  아나지로 156 효성동 (주)풍산홀딩스,2318,,
2025,195440,퓨전데이타,105802,소프트웨어 개발 및 공급업,"96,003,379","48,001,689,500",500,원(KRW),02-547-7688,서울특별시 강남구 언주로 709 송암빌딩 15층,2318,,
2026,214270,퓨쳐스트림네트웍스,105802,소프트웨어 개발 및 공급업,"94,884,239","9,488,423,900",100,원(KRW),070-5020-9306,서울특별시 강남구 언주로 637 싸이칸타워,2318,,
2027,220100,퓨쳐켐,32102,의약품 제조업,"5,749,139","2,874,569,500",500,원(KRW),02-497-3114,서울특별시 성동구 연무장3길 21 2층 &nbsp,2318,,
2028,35200,프럼파스트,32202,플라스틱제품 제조업,"9,730,590","4,865,295,000",500,원(KRW),044-865-9681,대전광역시 중구  동서대로 1187,2318,,
